"Step","model_3_complete - train/cross_entropy_loss","model_3_complete - train/cross_entropy_loss__MIN","model_3_complete - train/cross_entropy_loss__MAX"
"1","7.194576328606915","7.194576328606915","7.194576328606915"
"2","5.387725312075169","5.387725312075169","5.387725312075169"
"3","5.248282418834219","5.248282418834219","5.248282418834219"
"4","5.179103847887876","5.179103847887876","5.179103847887876"
"5","5.1158444006666","5.1158444006666","5.1158444006666"
"6","5.059720437303722","5.059720437303722","5.059720437303722"
"7","5.0132685153604415","5.0132685153604415","5.0132685153604415"
"8","4.970135747099952","4.970135747099952","4.970135747099952"
"9","4.92191403203731","4.92191403203731","4.92191403203731"
"10","4.866401305301584","4.866401305301584","4.866401305301584"
"11","4.7906913448580735","4.7906913448580735","4.7906913448580735"
"12","4.685254337118684","4.685254337118684","4.685254337118684"
"13","4.592144159961947","4.592144159961947","4.592144159961947"
"14","4.515565024863045","4.515565024863045","4.515565024863045"
"15","4.44629739857406","4.44629739857406","4.44629739857406"
"16","4.3835546781690855","4.3835546781690855","4.3835546781690855"
"17","4.327339590882226","4.327339590882226","4.327339590882226"
"18","4.278023074856765","4.278023074856765","4.278023074856765"
"19","4.234048373407597","4.234048373407597","4.234048373407597"
"20","4.1900055837288175","4.1900055837288175","4.1900055837288175"
"21","4.1492291285837295","4.1492291285837295","4.1492291285837295"
"22","4.109260282928138","4.109260282928138","4.109260282928138"
"23","4.073188407815618","4.073188407815618","4.073188407815618"
"24","4.037195348053527","4.037195348053527","4.037195348053527"
"25","4.001564847479622","4.001564847479622","4.001564847479622"
"26","3.9653597701367715","3.9653597701367715","3.9653597701367715"
"27","3.9321550739754874","3.9321550739754874","3.9321550739754874"
"28","3.8971666569332424","3.8971666569332424","3.8971666569332424"
"29","3.8656762040776314","3.8656762040776314","3.8656762040776314"
"30","3.8355906781532783","3.8355906781532783","3.8355906781532783"
"31","3.8055957015469777","3.8055957015469777","3.8055957015469777"
"32","3.778842665308671","3.778842665308671","3.778842665308671"
"33","3.751231721836886","3.751231721836886","3.751231721836886"
"34","3.7253404709932614","3.7253404709932614","3.7253404709932614"
"35","3.700096571188179","3.700096571188179","3.700096571188179"
"36","3.6756443497088314","3.6756443497088314","3.6756443497088314"
"37","3.652452482594003","3.652452482594003","3.652452482594003"
"38","3.6291550715192615","3.6291550715192615","3.6291550715192615"
"39","3.6057040965814386","3.6057040965814386","3.6057040965814386"
"40","3.5838650199149154","3.5838650199149154","3.5838650199149154"
"41","3.5623051828617673","3.5623051828617673","3.5623051828617673"
"42","3.541737007580215","3.541737007580215","3.541737007580215"
"43","3.5224525756973155","3.5224525756973155","3.5224525756973155"
"44","3.5024014822870706","3.5024014822870706","3.5024014822870706"
"45","3.4839167457690343","3.4839167457690343","3.4839167457690343"
"46","3.4666618974946384","3.4666618974946384","3.4666618974946384"
"47","3.4492763100768165","3.4492763100768165","3.4492763100768165"
"48","3.431971963361013","3.431971963361013","3.431971963361013"
"49","3.4149218274535036","3.4149218274535036","3.4149218274535036"
"50","3.3995727360677375","3.3995727360677375","3.3995727360677375"
"51","3.3826778535362627","3.3826778535362627","3.3826778535362627"
"52","3.3680957667261575","3.3680957667261575","3.3680957667261575"
"53","3.3526917996166423","3.3526917996166423","3.3526917996166423"
"54","3.3379122593420014","3.3379122593420014","3.3379122593420014"
"55","3.3233079018352703","3.3233079018352703","3.3233079018352703"
"56","3.309361620772657","3.309361620772657","3.309361620772657"
"57","3.294850032106578","3.294850032106578","3.294850032106578"
"58","3.2822036520182656","3.2822036520182656","3.2822036520182656"
"59","3.269066836336534","3.269066836336534","3.269066836336534"
"60","3.25594848523037","3.25594848523037","3.25594848523037"
"61","3.2440206935937455","3.2440206935937455","3.2440206935937455"
"62","3.230636291366687","3.230636291366687","3.230636291366687"
"63","3.218696655986978","3.218696655986978","3.218696655986978"
"64","3.207047308091637","3.207047308091637","3.207047308091637"
"65","3.195024370289535","3.195024370289535","3.195024370289535"
"66","3.1844919328209307","3.1844919328209307","3.1844919328209307"
"67","3.173026235841161","3.173026235841161","3.173026235841161"
"68","3.1631147775718635","3.1631147775718635","3.1631147775718635"
"69","3.151350120846316","3.151350120846316","3.151350120846316"
"70","3.140836679678169","3.140836679678169","3.140836679678169"
"71","3.130745793418061","3.130745793418061","3.130745793418061"
"72","3.1205960074774652","3.1205960074774652","3.1205960074774652"
"73","3.1109994178195652","3.1109994178195652","3.1109994178195652"
"74","3.1016300427827903","3.1016300427827903","3.1016300427827903"
"75","3.0921099614754","3.0921099614754","3.0921099614754"
"76","3.081918725006872","3.081918725006872","3.081918725006872"
"77","3.073610806636673","3.073610806636673","3.073610806636673"
"78","3.063960756329324","3.063960756329324","3.063960756329324"
"79","3.055843517934676","3.055843517934676","3.055843517934676"
"80","3.0464178075035697","3.0464178075035697","3.0464178075035697"
"81","3.039067762361156","3.039067762361156","3.039067762361156"
"82","3.0300748090949847","3.0300748090949847","3.0300748090949847"
"83","3.02221173691235","3.02221173691235","3.02221173691235"
"84","3.0148712525264822","3.0148712525264822","3.0148712525264822"
"85","3.0063962610505466","3.0063962610505466","3.0063962610505466"
"86","2.9987425306718127","2.9987425306718127","2.9987425306718127"
"87","2.9915829459540277","2.9915829459540277","2.9915829459540277"
"88","2.9819002889043134","2.9819002889043134","2.9819002889043134"
"89","2.976211921774226","2.976211921774226","2.976211921774226"
"90","2.968309107444269","2.968309107444269","2.968309107444269"
"91","2.961373205665204","2.961373205665204","2.961373205665204"
"92","2.954511596144532","2.954511596144532","2.954511596144532"
"93","2.9486239642548044","2.9486239642548044","2.9486239642548044"
"94","2.941056630594267","2.941056630594267","2.941056630594267"
"95","2.934809619574238","2.934809619574238","2.934809619574238"
"96","2.927820155946471","2.927820155946471","2.927820155946471"
"97","2.9224972433323484","2.9224972433323484","2.9224972433323484"
"98","2.9158247769307746","2.9158247769307746","2.9158247769307746"
"99","2.908477577374136","2.908477577374136","2.908477577374136"
"100","2.9028087622827763","2.9028087622827763","2.9028087622827763"
