"Step","model_4_complete - train/cross_entropy_loss","model_4_complete - train/cross_entropy_loss__MIN","model_4_complete - train/cross_entropy_loss__MAX"
"52","3.2955673650014314","3.2955673650014314","3.2955673650014314"
"53","3.2798112879554147","3.2798112879554147","3.2798112879554147"
"54","3.2659498616088207","3.2659498616088207","3.2659498616088207"
"55","3.2512772597854944","3.2512772597854944","3.2512772597854944"
"56","3.2365667785671977","3.2365667785671977","3.2365667785671977"
"57","3.2248793523088635","3.2248793523088635","3.2248793523088635"
"58","3.2106373413003606","3.2106373413003606","3.2106373413003606"
"59","3.1980647852094912","3.1980647852094912","3.1980647852094912"
"60","3.185374416035714","3.185374416035714","3.185374416035714"
"61","3.1734745656843666","3.1734745656843666","3.1734745656843666"
"62","3.1620527411536345","3.1620527411536345","3.1620527411536345"
"63","3.149910818758628","3.149910818758628","3.149910818758628"
"64","3.1384249848427532","3.1384249848427532","3.1384249848427532"
"65","3.1269722773874404","3.1269722773874404","3.1269722773874404"
"66","3.116625144327287","3.116625144327287","3.116625144327287"
"67","3.10512508591302","3.10512508591302","3.10512508591302"
"68","3.0953703475513046","3.0953703475513046","3.0953703475513046"
"69","3.0852283693903644","3.0852283693903644","3.0852283693903644"
"70","3.07376778211525","3.07376778211525","3.07376778211525"
"71","3.065449802137965","3.065449802137965","3.065449802137965"
"72","3.054687901366529","3.054687901366529","3.054687901366529"
"73","3.044495134902515","3.044495134902515","3.044495134902515"
"74","3.0347609691482655","3.0347609691482655","3.0347609691482655"
"75","3.0263197078979274","3.0263197078979274","3.0263197078979274"
"76","3.015814290629874","3.015814290629874","3.015814290629874"
"77","3.007018159619338","3.007018159619338","3.007018159619338"
"78","2.9981403693878392","2.9981403693878392","2.9981403693878392"
"79","2.9897698258324494","2.9897698258324494","2.9897698258324494"
"80","2.9816766316942176","2.9816766316942176","2.9816766316942176"
"81","2.9728427173422394","2.9728427173422394","2.9728427173422394"
"82","2.9650399238943197","2.9650399238943197","2.9650399238943197"
"83","2.9555426295712697","2.9555426295712697","2.9555426295712697"
"84","2.9480553925466193","2.9480553925466193","2.9480553925466193"
"85","2.941143473275274","2.941143473275274","2.941143473275274"
"86","2.9324799990482466","2.9324799990482466","2.9324799990482466"
"87","2.9247636966568105","2.9247636966568105","2.9247636966568105"
"88","2.9173507621820023","2.9173507621820023","2.9173507621820023"
"89","2.910295212011543","2.910295212011543","2.910295212011543"
"90","2.9023952792874343","2.9023952792874343","2.9023952792874343"
"91","2.89514548658467","2.89514548658467","2.89514548658467"
"92","2.887171000885449","2.887171000885449","2.887171000885449"
"93","2.8815754763514017","2.8815754763514017","2.8815754763514017"
"94","2.8750474075619263","2.8750474075619263","2.8750474075619263"
"95","2.8679298479780018","2.8679298479780018","2.8679298479780018"
"96","2.860208410153286","2.860208410153286","2.860208410153286"
"97","2.8540640683482876","2.8540640683482876","2.8540640683482876"
"98","2.8478559744443825","2.8478559744443825","2.8478559744443825"
"99","2.840274141846801","2.840274141846801","2.840274141846801"
"100","2.8352387071513445","2.8352387071513445","2.8352387071513445"
