"Step","model_2_complete - train/cross_entropy_loss","model_2_complete - train/cross_entropy_loss__MIN","model_2_complete - train/cross_entropy_loss__MAX"
"1","6.9220150906405005","6.9220150906405005","6.9220150906405005"
"2","5.276241563206954","5.276241563206954","5.276241563206954"
"3","5.0354842144808325","5.0354842144808325","5.0354842144808325"
"4","4.895727202189055","4.895727202189055","4.895727202189055"
"5","4.771885545991307","4.771885545991307","4.771885545991307"
"6","4.644510725419298","4.644510725419298","4.644510725419298"
"7","4.512057613125808","4.512057613125808","4.512057613125808"
"8","4.405482419103169","4.405482419103169","4.405482419103169"
"9","4.318716306480573","4.318716306480573","4.318716306480573"
"10","4.247492742195404","4.247492742195404","4.247492742195404"
"11","4.183594103339765","4.183594103339765","4.183594103339765"
"12","4.127434709946886","4.127434709946886","4.127434709946886"
"13","4.077561632334757","4.077561632334757","4.077561632334757"
"14","4.029533693258711","4.029533693258711","4.029533693258711"
"15","3.9865079783707214","3.9865079783707214","3.9865079783707214"
"16","3.9449446355696205","3.9449446355696205","3.9449446355696205"
"17","3.907526556536448","3.907526556536448","3.907526556536448"
"18","3.8724910921330076","3.8724910921330076","3.8724910921330076"
"19","3.840795321430234","3.840795321430234","3.840795321430234"
"20","3.8103081442469318","3.8103081442469318","3.8103081442469318"
"21","3.783757249228388","3.783757249228388","3.783757249228388"
"22","3.757265385963934","3.757265385963934","3.757265385963934"
"23","3.7342753804844917","3.7342753804844917","3.7342753804844917"
"24","3.710225564970387","3.710225564970387","3.710225564970387"
"25","3.689377546310425","3.689377546310425","3.689377546310425"
"26","3.6686213239491416","3.6686213239491416","3.6686213239491416"
"27","3.6491164183445113","3.6491164183445113","3.6491164183445113"
"28","3.628725566452356","3.628725566452356","3.628725566452356"
"29","3.6108920282597166","3.6108920282597166","3.6108920282597166"
"30","3.5937137792436338","3.5937137792436338","3.5937137792436338"
"31","3.5770423703914065","3.5770423703914065","3.5770423703914065"
"32","3.5602622683957326","3.5602622683957326","3.5602622683957326"
"33","3.5441895491785282","3.5441895491785282","3.5441895491785282"
"34","3.5298119929197025","3.5298119929197025","3.5298119929197025"
"35","3.514375763831379","3.514375763831379","3.514375763831379"
"36","3.500560671305485","3.500560671305485","3.500560671305485"
"37","3.4849435065290053","3.4849435065290053","3.4849435065290053"
"38","3.4712670449730303","3.4712670449730303","3.4712670449730303"
"39","3.458936504322848","3.458936504322848","3.458936504322848"
"40","3.445492440848042","3.445492440848042","3.445492440848042"
"41","3.434360474991284","3.434360474991284","3.434360474991284"
"42","3.423042201309753","3.423042201309753","3.423042201309753"
"43","3.4106175076189658","3.4106175076189658","3.4106175076189658"
"44","3.3990423370608323","3.3990423370608323","3.3990423370608323"
"45","3.388778576747977","3.388778576747977","3.388778576747977"
"46","3.3786241064826363","3.3786241064826363","3.3786241064826363"
"47","3.3666309555657477","3.3666309555657477","3.3666309555657477"
"48","3.357896134150114","3.357896134150114","3.357896134150114"
"49","3.3477889959760705","3.3477889959760705","3.3477889959760705"
"50","3.339392739234211","3.339392739234211","3.339392739234211"
"51","3.3284461961375724","3.3284461961375724","3.3284461961375724"
"52","3.3191970852639177","3.3191970852639177","3.3191970852639177"
"53","3.3122044844593077","3.3122044844593077","3.3122044844593077"
"54","3.303119834378469","3.303119834378469","3.303119834378469"
"55","3.294058060474533","3.294058060474533","3.294058060474533"
"56","3.2869091256916954","3.2869091256916954","3.2869091256916954"
"57","3.2781997104342895","3.2781997104342895","3.2781997104342895"
