"Step","model_2_complete - train/cross_entropy_loss","model_2_complete - train/cross_entropy_loss__MIN","model_2_complete - train/cross_entropy_loss__MAX"
"58","3.270975435380455","3.270975435380455","3.270975435380455"
"59","3.2634152439858415","3.2634152439858415","3.2634152439858415"
"60","3.2554545968556576","3.2554545968556576","3.2554545968556576"
"61","3.2457673240908615","3.2457673240908615","3.2457673240908615"
"62","3.2403045403871604","3.2403045403871604","3.2403045403871604"
"63","3.2333688770266744","3.2333688770266744","3.2333688770266744"
"64","3.2246360418607862","3.2246360418607862","3.2246360418607862"
"65","3.2170022322977188","3.2170022322977188","3.2170022322977188"
"66","3.211950567986468","3.211950567986468","3.211950567986468"
"67","3.203871961977842","3.203871961977842","3.203871961977842"
"68","3.1979495432737064","3.1979495432737064","3.1979495432737064"
"69","3.1904344249972336","3.1904344249972336","3.1904344249972336"
"70","3.1860771453637873","3.1860771453637873","3.1860771453637873"
"71","3.178229769356817","3.178229769356817","3.178229769356817"
"72","3.1720766266472906","3.1720766266472906","3.1720766266472906"
"73","3.164647863923217","3.164647863923217","3.164647863923217"
"74","3.1597442009466157","3.1597442009466157","3.1597442009466157"
"75","3.1531315484492897","3.1531315484492897","3.1531315484492897"
"76","3.1480264715153536","3.1480264715153536","3.1480264715153536"
"77","3.1412885772238535","3.1412885772238535","3.1412885772238535"
"78","3.1358444073217377","3.1358444073217377","3.1358444073217377"
"79","3.1305274328739525","3.1305274328739525","3.1305274328739525"
"80","3.121603785658912","3.121603785658912","3.121603785658912"
"81","3.118527026485196","3.118527026485196","3.118527026485196"
"82","3.1113583046755346","3.1113583046755346","3.1113583046755346"
"83","3.1072609064390333","3.1072609064390333","3.1072609064390333"
"84","3.100643475278676","3.100643475278676","3.100643475278676"
"85","3.0960816445110515","3.0960816445110515","3.0960816445110515"
"86","3.090376720154028","3.090376720154028","3.090376720154028"
"87","3.086303074582875","3.086303074582875","3.086303074582875"
"88","3.080443351388835","3.080443351388835","3.080443351388835"
"89","3.0737308392421805","3.0737308392421805","3.0737308392421805"
"90","3.069334853467324","3.069334853467324","3.069334853467324"
"91","3.064464423296263","3.064464423296263","3.064464423296263"
"92","3.0589659865811574","3.0589659865811574","3.0589659865811574"
"93","3.0552008580818453","3.0552008580818453","3.0552008580818453"
"94","3.0491199030292977","3.0491199030292977","3.0491199030292977"
"95","3.045011366014","3.045011366014","3.045011366014"
"96","3.0405009050163434","3.0405009050163434","3.0405009050163434"
"97","3.0362472619941765","3.0362472619941765","3.0362472619941765"
"98","3.030242815292139","3.030242815292139","3.030242815292139"
"99","3.025667679395607","3.025667679395607","3.025667679395607"
"100","3.0202713355743627","3.0202713355743627","3.0202713355743627"
